polygon_number,point_order,longitude,latitude,tractce10,aland10,geom
34,54,-122.36863,37.73211,980600,2132295,POINT (-122.36862600009 37.7321070006376)
21,0,-122.44253,37.80695,012700,434518,POINT (-122.442525000428 37.8069470003039)
21,247,-122.44422,37.80728,012700,434518,POINT (-122.444216000168 37.8072760001873)
3,19,-122.42664,37.77833,016300,245867,POINT (-122.426640999982 37.7783290007828)
34,90,-122.3652,37.73376,980600,2132295,POINT (-122.365196000195 37.7337560002393)
36,292,-122.49583,37.7875,980200,1022567,POINT (-122.495828999808 37.7875010001711)
21,677,-122.44308,37.80632,012700,434518,POINT (-122.44307799985 37.8063150008367)
21,1020,-122.44312,37.80671,012700,434518,POINT (-122.443115999804 37.8067090001203)
21,391,-122.44682,37.80568,012700,434518,POINT (-122.446819999743 37.8056770001934)
36,93,-122.50612,37.78798,980200,1022567,POINT (-122.50612200053 37.787975000446)
34,521,-122.38161,37.72215,980600,2132295,POINT (-122.381606000616 37.7221450007912)
21,941,-122.44349,37.80697,012700,434518,POINT (-122.443488999917 37.8069660002807)
21,856,-122.4445,37.80641,012700,434518,POINT (-122.444501999867 37.8064090006749)
34,343,-122.3656,37.71602,980600,2132295,POINT (-122.365604000124 37.7160230008608)
21,164,-122.44313,37.80757,012700,434518,POINT (-122.443133999734 37.8075740004398)
27,16,-122.41301,37.79432,011200,177414,POINT (-122.413011000058 37.7943210008136)
21,692,-122.44345,37.80639,012700,434518,POINT (-122.443445999733 37.806390000698)
22,13,-122.41208,37.78974,012100,123393,POINT (-122.412076000107 37.7897400000011)
33,25,-122.40699,37.80167,010600,187222,POINT (-122.406988000196 37.8016740008545)
21,766,-122.4449,37.80614,012700,434518,POINT (-122.444904000419 37.8061380007682)
20,15,-122.44747,37.79939,012800,497841,POINT (-122.447465999856 37.799390000748)
34,503,-122.37982,37.72275,980600,2132295,POINT (-122.379823000231 37.7227530000509)
21,379,-122.44687,37.80588,012700,434518,POINT (-122.446874000435 37.8058800005616)
21,824,-122.44516,37.80629,012700,434518,POINT (-122.445162999773 37.806289000537)
10,38,-122.4564,37.78145,015400,719856,POINT (-122.456395999776 37.7814470006786)
36,15,-122.50416,37.78113,980200,1022567,POINT (-122.504159999984 37.7811270003108)
21,724,-122.44404,37.80632,012700,434518,POINT (-122.444038000054 37.8063159999834)
5,35,-122.42361,37.78477,016000,158236,POINT (-122.423612000593 37.7847660008503)
36,160,-122.50159,37.78823,980200,1022567,POINT (-122.501591000224 37.7882270003758)
25,63,-122.40461,37.79357,011700,556044,POINT (-122.40461300039 37.7935650001247)
21,545,-122.44423,37.80584,012700,434518,POINT (-122.444228999868 37.8058360003312)
21,523,-122.4446,37.80591,012700,434518,POINT (-122.444597999798 37.8059120002387)
34,186,-122.36039,37.72826,980600,2132295,POINT (-122.360389999799 37.7282590003526)
34,197,-122.35721,37.7279,980600,2132295,POINT (-122.357211999834 37.7278980007922)
36,324,-122.49442,37.78782,980200,1022567,POINT (-122.494420000483 37.7878190004466)
21,115,-122.44241,37.80773,012700,434518,POINT (-122.442413999806 37.8077290003931)
34,232,-122.35915,37.71924,980600,2132295,POINT (-122.359154000357 37.7192350005948)
4,24,-122.42383,37.78108,016100,368901,POINT (-122.423825000523 37.7810780007492)
34,227,-122.35922,37.71941,980600,2132295,POINT (-122.359220999849 37.7194070004328)
36,279,-122.49664,37.78731,980200,1022567,POINT (-122.49663900029 37.7873140005407)
34,0,-122.38218,37.72225,980600,2132295,POINT (-122.382175999922 37.7222460000529)
34,22,-122.37258,37.72926,980600,2132295,POINT (-122.372584000052 37.729255000418)
21,809,-122.44549,37.80617,012700,434518,POINT (-122.445487000325 37.8061740006297)
31,29,-122.41189,37.79713,010800,226074,POINT (-122.411888000431 37.7971320000418)
21,988,-122.44333,37.80688,012700,434518,POINT (-122.443330999826 37.8068750005809)
36,49,-122.50923,37.78545,980200,1022567,POINT (-122.509233000103 37.7854450006863)
33,3,-122.40204,37.79751,010600,187222,POINT (-122.402041000492 37.7975050001557)
25,7,-122.39749,37.79239,011700,556044,POINT (-122.397490000163 37.7923870006596)
30,35,-122.41923,37.80013,010900,249763,POINT (-122.419233000103 37.8001339999842)
34,154,-122.36077,37.73022,980600,2132295,POINT (-122.360766000051 37.7302180007602)
14,6,-122.43558,37.78917,013500,235184,POINT (-122.435581000363 37.7891720007872)
21,914,-122.44398,37.80668,012700,434518,POINT (-122.443977999985 37.8066770004432)
21,460,-122.44574,37.80578,012700,434518,POINT (-122.445736000116 37.8057750002162)
10,20,-122.45123,37.78205,015400,719856,POINT (-122.451233000003 37.7820510006532)
23,6,-122.42169,37.78669,012000,124978,POINT (-122.421689000047 37.786689000497)
40,16,-122.3866,37.74207,980900,3586378,POINT (-122.386602999928 37.7420680004379)
34,303,-122.36188,37.71319,980600,2132295,POINT (-122.361884000346 37.7131940008026)
36,147,-122.50195,37.78818,980200,1022567,POINT (-122.501951999785 37.7881810000532)
21,592,-122.4434,37.80594,012700,434518,POINT (-122.443401000356 37.8059370004922)
21,201,-122.44343,37.80767,012700,434518,POINT (-122.443434000079 37.8076720004625)
21,264,-122.44465,37.80715,012700,434518,POINT (-122.444646000213 37.8071490006259)
36,192,-122.50018,37.78852,980200,1022567,POINT (-122.500176999769 37.7885180003055)
10,6,-122.44583,37.78251,015400,719856,POINT (-122.44582599977 37.7825120003286)
20,14,-122.44734,37.79855,012800,497841,POINT (-122.447341000387 37.7985530008204)
21,386,-122.44665,37.80575,012700,434518,POINT (-122.446645999813 37.8057490008158)
8,10,-122.45522,37.7776,015600,293492,POINT (-122.455217000264 37.7775990003936)
34,354,-122.36792,37.71773,980600,2132295,POINT (-122.367915999724 37.7177340006237)
28,9,-122.42195,37.78849,011100,246649,POINT (-122.421949000346 37.7884900008129)
21,248,-122.44426,37.80726,012700,434518,POINT (-122.444263000537 37.807262000441)
26,7,-122.40917,37.79204,011300,102297,POINT (-122.409171000142 37.7920430000844)
21,670,-122.44299,37.80633,012700,434518,POINT (-122.442989000242 37.8063250003985)
36,58,-122.50813,37.78616,980200,1022567,POINT (-122.508133999784 37.7861580002916)
34,486,-122.3789,37.72383,980600,2132295,POINT (-122.378899999935 37.7238280001621)
16,6,-122.44847,37.78705,013300,581310,POINT (-122.448468000198 37.7870490000114)
26,17,-122.41147,37.79506,011300,102297,POINT (-122.411472000133 37.7950610007646)
34,390,-122.37168,37.71897,980600,2132295,POINT (-122.371676000447 37.7189670008265)
34,318,-122.36484,37.71486,980600,2132295,POINT (-122.364842000058 37.7148630004272)
34,371,-122.3701,37.7185,980600,2132295,POINT (-122.370098000522 37.7184980007822)
21,438,-122.44607,37.8056,012700,434518,POINT (-122.446071000276 37.805601000286)
21,317,-122.44626,37.80672,012700,434518,POINT (-122.446258999953 37.8067180005353)
30,22,-122.42381,37.79716,010900,249763,POINT (-122.4238050005 37.7971560002493)
13,35,-122.42226,37.78949,015100,174315,POINT (-122.42225700016 37.7894920002557)
34,450,-122.37583,37.72164,980600,2132295,POINT (-122.375825000224 37.7216360007009)
7,62,-122.44182,37.78231,015700,836550,POINT (-122.441820000293 37.7823070007675)
34,435,-122.37517,37.72021,980600,2132295,POINT (-122.375172999834 37.7202130007295)
21,296,-122.44517,37.80696,012700,434518,POINT (-122.445166999957 37.806957000765)
1,0,-122.44092,37.77364,016500,370459,POINT (-122.44092200025 37.7736350001552)
21,534,-122.44438,37.80582,012700,434518,POINT (-122.444381000583 37.8058150002621)
34,222,-122.36275,37.72326,980600,2132295,POINT (-122.362749999813 37.7232590000029)
21,132,-122.44289,37.8076,012700,434518,POINT (-122.442894000358 37.8076029999785)
17,8,-122.43456,37.79247,013200,546680,POINT (-122.434557999952 37.7924720000828)
21,21,-122.4477,37.80083,012700,434518,POINT (-122.447695000524 37.8008320006963)
25,58,-122.40751,37.79225,011700,556044,POINT (-122.407513000125 37.7922520007293)
21,650,-122.44266,37.80636,012700,434518,POINT (-122.442664000543 37.8063590001678)
29,34,-122.41674,37.79611,011000,239937,POINT (-122.416741000297 37.7961100005761)
29,28,-122.41849,37.79631,011000,239937,POINT (-122.418485999829 37.7963060006215)
4,11,-122.43322,37.77749,016100,368901,POINT (-122.433219000257 37.777490000763)
21,904,-122.4439,37.80679,012700,434518,POINT (-122.443899999985 37.8067930003967)
34,171,-122.36229,37.72854,980600,2132295,POINT (-122.362292000276 37.7285430008588)
21,909,-122.44399,37.80674,012700,434518,POINT (-122.443992999777 37.8067380005583)
21,465,-122.44564,37.80566,012700,434518,POINT (-122.44563900014 37.8056580002166)
40,21,-122.3882,37.74189,980900,3586378,POINT (-122.38819999983 37.7418890002772)
21,1041,-122.44268,37.80684,012700,434518,POINT (-122.442677000243 37.8068350005349)
14,8,-122.43585,37.7905,013500,235184,POINT (-122.435849000131 37.7905020000673)
10,25,-122.45317,37.78172,015400,719856,POINT (-122.453170000295 37.7817170005392)
34,141,-122.36151,37.73007,980600,2132295,POINT (-122.361508000094 37.7300710002765)
34,254,-122.36251,37.71816,980600,2132295,POINT (-122.362514999767 37.7181550002531)
26,22,-122.41051,37.79644,011300,102297,POINT (-122.410510999883 37.796443000644)
21,555,-122.44401,37.80586,012700,434518,POINT (-122.444014999892 37.8058620006309)
33,8,-122.40532,37.79709,010600,187222,POINT (-122.405318000525 37.7970900008029)
24,6,-122.40754,37.79225,011800,56564,POINT (-122.407536000286 37.792249000591)
40,34,-122.38931,37.73874,980900,3586378,POINT (-122.389309999757 37.7387420008427)
11,15,-122.4352,37.78728,015300,233719,POINT (-122.435198999834 37.7872750005409)
21,332,-122.44641,37.80664,012700,434518,POINT (-122.446407000483 37.8066370003973)
6,28,-122.42648,37.78524,015900,295388,POINT (-122.42648299989 37.7852420003181)
21,566,-122.44386,37.80587,012700,434518,POINT (-122.443864000123 37.8058720001927)
16,11,-122.45341,37.78642,013300,581310,POINT (-122.453407000433 37.7864180005903)
21,513,-122.44475,37.80577,012700,434518,POINT (-122.444746000328 37.8057690008388)
34,200,-122.36164,37.72522,980600,2132295,POINT (-122.361640999932 37.7252190004565)
34,403,-122.37285,37.71898,980600,2132295,POINT (-122.372849999728 37.718983000665)
18,3,-122.42689,37.79627,013000,366103,POINT (-122.426892999912 37.7962720008522)
36,247,-122.49786,37.78782,980200,1022567,POINT (-122.497862000031 37.7878160003082)
21,117,-122.44246,37.80777,012700,434518,POINT (-122.442456999991 37.8077720005774)
36,343,-122.49374,37.78761,980200,1022567,POINT (-122.493743999886 37.7876139999861)
29,2,-122.41644,37.79297,011000,239937,POINT (-122.416443000044 37.7929720006574)
21,360,-122.44694,37.80622,012700,434518,POINT (-122.446941999973 37.8062220001452)
34,101,-122.36535,37.73289,980600,2132295,POINT (-122.36534800001 37.7328910008191)
34,8,-122.37882,37.72712,980600,2132295,POINT (-122.378817000604 37.7271190008412)
36,211,-122.49955,37.78869,980200,1022567,POINT (-122.499553999817 37.7886880000512)
21,951,-122.44321,37.80699,012700,434518,POINT (-122.443211999734 37.8069850002576)
21,761,-122.44478,37.80615,012700,434518,POINT (-122.444779000051 37.8061500004222)
5,12,-122.42064,37.78196,016000,158236,POINT (-122.420638000144 37.7819610001001)
33,35,-122.40463,37.7991,010600,187222,POINT (-122.404633000413 37.7990980007722)
21,38,-122.44839,37.80622,012700,434518,POINT (-122.448386000014 37.806220000053)
21,85,-122.44185,37.80779,012700,434518,POINT (-122.441848999831 37.8077880004159)
21,645,-122.44312,37.80644,012700,434518,POINT (-122.443115999804 37.8064430004442)
27,19,-122.41054,37.79463,011200,177414,POINT (-122.410538000228 37.7946310007202)
7,45,-122.4502,37.78218,015700,836550,POINT (-122.450198999984 37.7821770001685)
8,37,-122.45552,37.78143,015600,293492,POINT (-122.455524000033 37.7814310008401)
34,122,-122.3638,37.73134,980600,2132295,POINT (-122.363795000339 37.7313360001563)
34,513,-122.38051,37.72183,980600,2132295,POINT (-122.380505000206 37.7218340008385)
21,423,-122.44642,37.80569,012700,434518,POINT (-122.446418000091 37.8056850005624)
36,79,-122.5069,37.7875,980200,1022567,POINT (-122.506897000296 37.7874950007937)
21,877,-122.44401,37.80645,012700,434518,POINT (-122.444014999892 37.8064540000521)
35,8,-122.40802,37.71651,980501,1585076,POINT (-122.408020000123 37.7165090007898)
34,386,-122.37144,37.71888,980600,2132295,POINT (-122.371435000125 37.7188800004117)
40,79,-122.40653,37.74144,980900,3586378,POINT (-122.406532999898 37.7414390002098)
34,272,-122.36519,37.71518,980600,2132295,POINT (-122.365193000057 37.7151770005182)
34,286,-122.36272,37.71378,980600,2132295,POINT (-122.36272200032 37.7137820000393)
36,179,-122.50064,37.78834,980200,1022567,POINT (-122.500641000482 37.7883380000987)
32,29,-122.41247,37.80003,010700,183165,POINT (-122.412471000336 37.8000320006764)
21,798,-122.44549,37.80607,012700,434518,POINT (-122.445493000601 37.8060650000998)
36,47,-122.50935,37.78532,980200,1022567,POINT (-122.509351000149 37.7853150000872)
25,48,-122.40872,37.78985,011700,556044,POINT (-122.408723000166 37.7898530007155)
35,23,-122.41587,37.71528,980501,1585076,POINT (-122.415866000416 37.7152780006792)
21,973,-122.44299,37.80703,012700,434518,POINT (-122.442990000288 37.8070260003497)
21,349,-122.44685,37.80646,012700,434518,POINT (-122.446851000273 37.8064560001444)
34,418,-122.37415,37.71933,980600,2132295,POINT (-122.374149000276 37.719328000387)
36,311,-122.49488,37.78784,980200,1022567,POINT (-122.494875999927 37.7878380004234)
40,2,-122.37685,37.74019,980900,3586378,POINT (-122.376847000589 37.7401920002607)
36,224,-122.49885,37.78842,980200,1022567,POINT (-122.498846000443 37.7884150000523)
34,481,-122.3781,37.72405,980600,2132295,POINT (-122.378102000007 37.7240540006916)
21,756,-122.44472,37.80623,012700,434518,POINT (-122.444721000074 37.8062270003758)
21,777,-122.44518,37.8061,012700,434518,POINT (-122.445184999888 37.80609600063)
9,26,-122.43963,37.78336,015500,312624,POINT (-122.439633000163 37.7833600007635)
36,218,-122.49913,37.7884,980200,1022567,POINT (-122.499127999957 37.7884020003521)
21,924,-122.44386,37.80658,012700,434518,POINT (-122.443859999939 37.8065840006512)
29,17,-122.42335,37.7949,011000,239937,POINT (-122.42334800011 37.7948970003963)
34,139,-122.36179,37.73007,980600,2132295,POINT (-122.361786000324 37.7300690001842)
37,12,-122.41114,37.78508,012502,61278,POINT (-122.411140000111 37.7850750007108)
21,96,-122.44235,37.80781,012700,434518,POINT (-122.442345000222 37.8078130006695)
21,428,-122.44633,37.8057,012700,434518,POINT (-122.446326000345 37.8056970002164)
35,35,-122.42091,37.71377,980501,1585076,POINT (-122.420908000004 37.7137740005697)
21,899,-122.44405,37.80674,012700,434518,POINT (-122.444046000423 37.8067390006045)
35,40,-122.42212,37.71172,980501,1585076,POINT (-122.422123000276 37.7117180001856)
31,12,-122.41647,37.79478,010800,226074,POINT (-122.416473000529 37.7947770002584)
1,5,-122.44914,37.77258,016500,370459,POINT (-122.44914299985 37.7725790000209)
23,5,-122.42157,37.78662,012000,124978,POINT (-122.421569999956 37.7866189999669)
38,4,-122.41152,37.78694,012302,92648,POINT (-122.411516000363 37.7869400003808)
21,228,-122.44383,37.80735,012700,434518,POINT (-122.443828000262 37.8073510000486)
36,283,-122.49634,37.78733,980200,1022567,POINT (-122.496336999853 37.7873280002871)
21,560,-122.44397,37.80597,012700,434518,POINT (-122.443968000423 37.8059700002154)
13,16,-122.42119,37.78475,015100,174315,POINT (-122.421193000557 37.7847530002508)
5,17,-122.4205,37.78091,016000,158236,POINT (-122.420499000029 37.7809090001503)
33,30,-122.4062,37.80172,010600,187222,POINT (-122.406198999784 37.8017200002778)
34,173,-122.36218,37.72848,980600,2132295,POINT (-122.362182000599 37.7284800006516)
8,8,-122.45339,37.77783,015600,293492,POINT (-122.453385000318 37.777827000116)
21,946,-122.4434,37.80694,012700,434518,POINT (-122.443398000217 37.8069350006498)
34,5,-122.37895,37.7253,980600,2132295,POINT (-122.378951000488 37.7253040007791)
36,108,-122.50476,37.78813,980200,1022567,POINT (-122.504761999866 37.7881260002148)
21,497,-122.44507,37.80573,012700,434518,POINT (-122.445065999796 37.8057280007467)
10,52,-122.45587,37.78611,015400,719856,POINT (-122.455865000469 37.7861050005454)
21,624,-122.44284,37.806,012700,434518,POINT (-122.442840000566 37.8060010007457)
21,233,-122.44383,37.80723,012700,434518,POINT (-122.443834000539 37.8072340000491)
13,7,-122.42169,37.78669,015100,174315,POINT (-122.421689000047 37.786689000497)
21,10,-122.44165,37.80251,012700,434518,POINT (-122.441654999878 37.802510000736)
15,20,-122.43558,37.78917,013400,354173,POINT (-122.435581000363 37.7891720007872)
34,271,-122.36524,37.71524,980600,2132295,POINT (-122.365240000426 37.7152350004949)
30,11,-122.42009,37.79626,010900,249763,POINT (-122.420094000238 37.7962600002988)
25,33,-122.40469,37.78671,011700,556044,POINT (-122.404688000251 37.7867100005661)
36,125,-122.50326,37.78804,980200,1022567,POINT (-122.503264000034 37.7880429999845)
21,888,-122.44403,37.80662,012700,434518,POINT (-122.444027000446 37.8066190004665)
20,0,-122.43568,37.79802,012800,497841,POINT (-122.435678000339 37.7980210005688)
21,1047,-122.44254,37.80677,012700,434518,POINT (-122.442543000359 37.8067680001432)
8,30,-122.45773,37.78131,015600,293492,POINT (-122.457733000278 37.7813149999873)
21,32,-122.44912,37.80401,012700,434518,POINT (-122.449123999873 37.8040080005688)
21,660,-122.44287,37.80645,012700,434518,POINT (-122.442873000289 37.8064480006747)
7,30,-122.45384,37.77989,015700,836550,POINT (-122.453840999762 37.7798880007307)
18,18,-122.43404,37.79823,013000,366103,POINT (-122.434036000161 37.7982300003143)
21,792,-122.44542,37.80614,012700,434518,POINT (-122.445420999979 37.8061420000533)
21,396,-122.4468,37.80561,012700,434518,POINT (-122.446803999905 37.8056090006549)
21,216,-122.44365,37.80738,012700,434518,POINT (-122.443647000009 37.8073840006712)
21,528,-122.4445,37.8059,012700,434518,POINT (-122.444498000582 37.8059040007691)
21,841,-122.44489,37.80624,012700,434518,POINT (-122.444885000442 37.8062390000299)
21,852,-122.4446,37.80636,012700,434518,POINT (-122.444598999844 37.8063600002139)
1,10,-122.45408,37.77193,016500,370459,POINT (-122.45408300013 37.771930000669)
34,86,-122.36532,37.7338,980600,2132295,POINT (-122.365322999757 37.7337970003314)
22,0,-122.4084,37.78829,012100,123393,POINT (-122.408401999752 37.7882930007215)
36,288,-122.49602,37.78745,980200,1022567,POINT (-122.496017000384 37.787449000471)
21,433,-122.44623,37.80557,012700,434518,POINT (-122.446233000553 37.805569000609)
25,28,-122.4034,37.78773,011700,556044,POINT (-122.403403000348 37.7877250006084)
21,781,-122.44524,37.80609,012700,434518,POINT (-122.445239999726 37.8060870002149)
40,66,-122.40676,37.73808,980900,3586378,POINT (-122.406762000566 37.738077000753)
21,1026,-122.443,37.80679,012700,434518,POINT (-122.442996000565 37.8067930003967)
21,963,-122.4429,37.80707,012700,434518,POINT (-122.44289600045 37.8070720006723)
10,58,-122.45023,37.78682,015400,719856,POINT (-122.450225000284 37.7868170001045)
10,57,-122.45176,37.78662,015400,719856,POINT (-122.451757999932 37.786620000013)
3,6,-122.43263,37.77459,016300,245867,POINT (-122.432634000259 37.7745850007972)
21,1010,-122.44337,37.80672,012700,434518,POINT (-122.443372999964 37.8067230007659)
38,16,-122.41234,37.78779,012302,92648,POINT (-122.412343999876 37.7877900000086)
36,320,-122.49454,37.78796,980200,1022567,POINT (-122.49453500039 37.7879580005613)
21,492,-122.44516,37.80584,012700,434518,POINT (-122.445156000349 37.8058350002851)
34,498,-122.37954,37.72296,980600,2132295,POINT (-122.379538000578 37.722963000742)
35,50,-122.42551,37.71079,980501,1585076,POINT (-122.425512000079 37.710789000512)
24,12,-122.40631,37.79426,011800,56564,POINT (-122.406305000176 37.7942639999837)
21,665,-122.44291,37.80633,012700,434518,POINT (-122.44290900015 37.8063320007213)
16,21,-122.45932,37.78752,013300,581310,POINT (-122.459323999903 37.787521000194)
36,275,-122.49681,37.78735,980200,1022567,POINT (-122.496812000174 37.7873520004945)
32,2,-122.41021,37.80032,010700,183165,POINT (-122.410207000253 37.8003150002371)
39,11,-122.41394,37.78471,012301,92147,POINT (-122.413939999731 37.7847100000665)
17,3,-122.42999,37.7949,013200,546680,POINT (-122.429989000592 37.7948950003041)
6,0,-122.42469,37.78534,015900,295388,POINT (-122.424686999805 37.7853350001102)
36,11,-122.49987,37.78133,980200,1022567,POINT (-122.499871000047 37.7813270005407)
36,189,-122.50025,37.78857,980200,1022567,POINT (-122.500251000483 37.78857400019)
36,315,-122.49475,37.78795,980200,1022567,POINT (-122.494747000274 37.7879510002385)
23,12,-122.42203,37.78838,012000,124978,POINT (-122.422032000576 37.7883830003752)
27,4,-122.41246,37.79163,011200,177414,POINT (-122.412460999875 37.7916270006856)
15,9,-122.44593,37.79012,013400,354173,POINT (-122.445934000254 37.7901190003916)
34,75,-122.36703,37.73216,980600,2132295,POINT (-122.367028000142 37.7321570002454)
40,24,-122.38848,37.74111,980900,3586378,POINT (-122.388475999967 37.7411080002341)
21,519,-122.44467,37.8059,012700,434518,POINT (-122.44466500019 37.8059020006768)
30,39,-122.41739,37.79932,010900,249763,POINT (-122.417388000456 37.7993170000796)
21,152,-122.44326,37.80771,012700,434518,POINT (-122.443260000149 37.8077050001856)
34,207,-122.36208,37.72399,980600,2132295,POINT (-122.362084999723 37.7239870002999)
21,70,-122.44179,37.80791,012700,434518,POINT (-122.44178700057 37.8079140008305)
34,339,-122.3653,37.71598,980600,2132295,POINT (-122.365301000541 37.7159810007227)
36,204,-122.4998,37.78861,980200,1022567,POINT (-122.499804000554 37.7886080008586)
21,630,-122.44272,37.80613,012700,434518,POINT (-122.442717000289 37.8061290003531)
34,32,-122.36739,37.73537,980600,2132295,POINT (-122.367390999795 37.7353660007404)
34,325,-122.36465,37.71648,980600,2132295,POINT (-122.364646000013 37.7164760001673)
27,9,-122.41594,37.79213,011200,177414,POINT (-122.415936000046 37.7921330006375)
35,76,-122.41663,37.72216,980501,1585076,POINT (-122.416631999767 37.7221570004453)
13,39,-122.42207,37.78857,015100,174315,POINT (-122.42207000053 37.7885700000056)
21,588,-122.44346,37.80593,012700,434518,POINT (-122.443464000563 37.8059300001694)
21,169,-122.44323,37.80751,012700,434518,POINT (-122.443234999895 37.8075120002786)
21,682,-122.44316,37.80631,012700,434518,POINT (-122.443164000218 37.8063080005139)
34,367,-122.36991,37.71811,980600,2132295,POINT (-122.369912000039 37.7181090008298)
34,518,-122.38091,37.72178,980600,2132295,POINT (-122.380909999996 37.7217759999625)
34,59,-122.36852,37.73229,980600,2132295,POINT (-122.36852199979 37.7322850007523)
21,615,-122.44304,37.80599,012700,434518,POINT (-122.443036999758 37.8059880001462)
21,53,-122.44252,37.80802,012700,434518,POINT (-122.442524000382 37.8080240005073)
28,29,-122.41594,37.79213,011100,246649,POINT (-122.415936000046 37.7921330006375)
40,102,-122.4039,37.74843,980900,3586378,POINT (-122.403896999747 37.7484290005979)
30,28,-122.4241,37.79863,010900,249763,POINT (-122.4241039999 37.798633000013)
34,350,-122.36646,37.71689,980600,2132295,POINT (-122.366462000121 37.7168930005116)
25,1,-122.39641,37.79324,011700,556044,POINT (-122.396409999822 37.7932380003335)
21,697,-122.44348,37.80627,012700,434518,POINT (-122.443484000586 37.8062720006524)
38,17,-122.4117,37.78787,012302,92648,POINT (-122.411698999809 37.7878720001927)
21,102,-122.44206,37.80785,012700,434518,POINT (-122.442059000522 37.8078520006694)
21,268,-122.4448,37.8072,012700,434518,POINT (-122.444798000028 37.8072040004643)
21,995,-122.44349,37.80683,012700,434518,POINT (-122.443488999917 37.8068340004888)
34,471,-122.37708,37.72424,980600,2132295,POINT (-122.377081000588 37.724241000322)
36,172,-122.50088,37.78832,980200,1022567,POINT (-122.500878999766 37.7883200001679)
21,300,-122.44528,37.80671,012700,434518,POINT (-122.445275000441 37.8067140003509)
21,418,-122.44645,37.80555,012700,434518,POINT (-122.446450999814 37.8055520007243)
29,32,-122.41684,37.7966,011000,239937,POINT (-122.41683900032 37.7965960005051)
36,115,-122.50407,37.78812,980200,1022567,POINT (-122.504066000146 37.7881209999842)
10,13,-122.44899,37.78236,015400,719856,POINT (-122.448988999942 37.7823600005137)
32,9,-122.40653,37.79694,010700,183165,POINT (-122.406527000521 37.7969440003654)
16,26,-122.45748,37.79003,013300,581310,POINT (-122.457480000302 37.7900260005995)
21,709,-122.44378,37.80624,012700,434518,POINT (-122.443779999847 37.806240000076)
6,11,-122.43397,37.78122,015900,295388,POINT (-122.433972999954 37.7812190000569)
34,37,-122.36799,37.73376,980600,2132295,POINT (-122.367991000484 37.7337640006082)
21,862,-122.44431,37.80633,012700,434518,POINT (-122.444312000099 37.8063320007213)
21,577,-122.44366,37.80601,012700,434518,POINT (-122.443660999755 37.8060110003075)
21,285,-122.44488,37.80684,012700,434518,POINT (-122.444879000166 37.8068440000506)
34,251,-122.36246,37.71832,980600,2132295,POINT (-122.362459999929 37.7183170005292)
21,813,-122.44543,37.80617,012700,434518,POINT (-122.44543100044 37.8061690003991)
21,25,-122.4488,37.80177,012700,434518,POINT (-122.448803000358 37.8017719999779)
34,466,-122.37668,37.72342,980600,2132295,POINT (-122.37667799999 37.7234150000023)
21,184,-122.44328,37.80751,012700,434518,POINT (-122.443279000126 37.8075070000481)
7,2,-122.44205,37.77924,015700,836550,POINT (-122.442053000246 37.7792440007101)
21,450,-122.44588,37.80563,012700,434518,POINT (-122.445875000231 37.8056250004934)
11,11,-122.43877,37.78828,015300,233719,POINT (-122.438773000074 37.7882780000297)
21,551,-122.44415,37.80595,012700,434518,POINT (-122.444154000007 37.805946000008)
24,2,-122.40565,37.79249,011800,56564,POINT (-122.405653999832 37.7924870007745)
37,17,-122.413,37.78293,012502,61278,POINT (-122.413003000588 37.7829280006268)
21,253,-122.4442,37.80713,012700,434518,POINT (-122.444203000468 37.8071300006491)
7,13,-122.44971,37.77539,015700,836550,POINT (-122.449707999824 37.7753900001484)
26,2,-122.40764,37.79278,011300,102297,POINT (-122.407644999917 37.7927770006581)
34,107,-122.36526,37.73265,980600,2132295,POINT (-122.365263000587 37.7326500004972)
40,85,-122.4049,37.74369,980900,3586378,POINT (-122.40489599995 37.7436920006853)
34,239,-122.36305,37.7197,980600,2132295,POINT (-122.363045999973 37.7196980003625)
21,356,-122.44697,37.80632,012700,434518,POINT (-122.446973000504 37.8063240003524)
35,87,-122.40902,37.71959,980501,1585076,POINT (-122.409022000465 37.7195870006396)
36,243,-122.49814,37.78788,980200,1022567,POINT (-122.498141000307 37.7878830007)
32,13,-122.40773,37.79679,010700,183165,POINT (-122.407733000378 37.7967900004582)
34,323,-122.36443,37.71637,980600,2132295,POINT (-122.364429999944 37.7163650004445)
28,24,-122.4194,37.79259,011100,246649,POINT (-122.419401999802 37.7925930002668)
34,382,-122.37115,37.71878,980600,2132295,POINT (-122.371147000334 37.7187800002968)
21,598,-122.44333,37.80605,012700,434518,POINT (-122.443330999826 37.8060530004457)
21,482,-122.4453,37.8057,012700,434518,POINT (-122.445302999933 37.8056970002164)
36,34,-122.50876,37.78205,980200,1022567,POINT (-122.508761999966 37.7820510006532)
34,439,-122.37551,37.72039,980600,2132295,POINT (-122.375506999948 37.720393000037)
25,22,-122.40194,37.78888,011700,556044,POINT (-122.401939000285 37.7888780007192)
2,14,-122.43486,37.77728,016400,309097,POINT (-122.434864000573 37.7772810001181)
36,256,-122.4975,37.78785,980200,1022567,POINT (-122.497503000563 37.787854000262)
34,118,-122.36473,37.73249,980600,2132295,POINT (-122.364733000428 37.7324860001289)
21,746,-122.44442,37.80617,012700,434518,POINT (-122.444420999729 37.8061670003069)
21,931,-122.44395,37.80646,012700,434518,POINT (-122.443953999777 37.8064620004211)
